DATE,LNU00024230
2000-01-01,57151
2000-02-01,57243
2000-03-01,57345
2000-04-01,57572
2000-05-01,57588
2000-06-01,57728
2000-07-01,57747
2000-08-01,57865
2000-09-01,58010
2000-10-01,58030
2000-11-01,58006
2000-12-01,58077
2001-01-01,58071
2001-02-01,58198
2001-03-01,58239
2001-04-01,58281
2001-05-01,58506
2001-06-01,58634
2001-07-01,58718
2001-08-01,58824
2001-09-01,58965
2001-10-01,59156
2001-11-01,59253
2001-12-01,59348
2002-01-01,59422
2002-02-01,59528
2002-03-01,59651
2002-04-01,59818
2002-05-01,59942
2002-06-01,60102
2002-07-01,60205
2002-08-01,60323
2002-09-01,60437
2002-10-01,60634
2002-11-01,60792
2002-12-01,60960
2003-01-01,61273
2003-02-01,61367
2003-03-01,61496
2003-04-01,61601
2003-05-01,61750
2003-06-01,61903
2003-07-01,62029
2003-08-01,62190
2003-09-01,62331
2003-10-01,62499
2003-11-01,62618
2003-12-01,62719
2004-01-01,62782
2004-02-01,62894
2004-03-01,63002
2004-04-01,63124
2004-05-01,63283
2004-06-01,63423
2004-07-01,63580
2004-08-01,63737
2004-09-01,63902
2004-10-01,64081
2004-11-01,64200
2004-12-01,64321
2005-01-01,64508
2005-02-01,64650
2005-03-01,64771
2005-04-01,64898
2005-05-01,65026
2005-06-01,65136
2005-07-01,65278
2005-08-01,65444
2005-09-01,65576
2005-10-01,65726
2005-11-01,65837
2005-12-01,65949
2006-01-01,66213
2006-02-01,66335
2006-03-01,66492
2006-04-01,66634
2006-05-01,66775
2006-06-01,66923
2006-07-01,67043
2006-08-01,67186
2006-09-01,67347
2006-10-01,67515
2006-11-01,67628
2006-12-01,67764
2007-01-01,67981
2007-02-01,68077
2007-03-01,68222
2007-04-01,68353
2007-05-01,68520
2007-06-01,68682
2007-07-01,68800
2007-08-01,68964
2007-09-01,69126
2007-10-01,69320
2007-11-01,69462
2007-12-01,69628
2008-01-01,69878
2008-02-01,69999
2008-03-01,70125
2008-04-01,70267
2008-05-01,70393
2008-06-01,70524
2008-07-01,70659
2008-08-01,70839
2008-09-01,71012
2008-10-01,71232
2008-11-01,71379
2008-12-01,71517
2009-01-01,71786
2009-02-01,71910
2009-03-01,72073
2009-04-01,72244
2009-05-01,72389
2009-06-01,72555
2009-07-01,72681
2009-08-01,72875
2009-09-01,73080
2009-10-01,73290
2009-11-01,73476
2009-12-01,73662
2010-01-01,73726
2010-02-01,73869
2010-03-01,74019
2010-04-01,74186
2010-05-01,74304
2010-06-01,74478
2010-07-01,74620
2010-08-01,74817
2010-09-01,75019
2010-10-01,75174
2010-11-01,75351
2010-12-01,75534
2011-01-01,75879
2011-02-01,76009
2011-03-01,76163
2011-04-01,76296
2011-05-01,76395
2011-06-01,76558
2011-07-01,76703
2011-08-01,76916
2011-09-01,77141
2011-10-01,77321
2011-11-01,77513
2011-12-01,77693
2012-01-01,79181
2012-02-01,79348
2012-03-01,79520
2012-04-01,79648
2012-05-01,79819
2012-06-01,80010
2012-07-01,80183
2012-08-01,80457
2012-09-01,80713
2012-10-01,80913
2012-11-01,81123
2012-12-01,81326
2013-01-01,81445
2013-02-01,81614
2013-03-01,81795
2013-04-01,81937
2013-05-01,82117
2013-06-01,82287
2013-07-01,82493
2013-08-01,82709
2013-09-01,82880
2013-10-01,83116
2013-11-01,83295
2013-12-01,83517
2014-01-01,83691
2014-02-01,83880
2014-03-01,84087
2014-04-01,84228
2014-05-01,84431
2014-06-01,84595
2014-07-01,84788
2014-08-01,84974
2014-09-01,85181
2014-10-01,85399
2014-11-01,85604
2014-12-01,85824
2015-01-01,86018
2015-02-01,86235
2015-03-01,86453
2015-04-01,86642
2015-05-01,86810
2015-06-01,86970
2015-07-01,87141
2015-08-01,87330
2015-09-01,87562
2015-10-01,87809
2015-11-01,88021
2015-12-01,88237
2016-01-01,88366
2016-02-01,88519
2016-03-01,88671
2016-04-01,88854
2016-05-01,89032
2016-06-01,89223
2016-07-01,89399
2016-08-01,89580
2016-09-01,89799
2016-10-01,90026
